Designation,Department,Degree,Year,Type,Department.1,Degree.1,Year.1,Access
stu,me,BE,2,dept_bud,eni,NotA,NotA,No
prof,pha,NotA,NotA,quiz,chem,ME,1,No
prof,pha,BE,NotA,quiz,chem,btech,3,No
vis_prof,IT,NotA,NotA,proj,pha,btech,1,No
adj_prof,IT,NotA,NotA,std_mat,pha,ME,2,No
vis_prof,pha,ME,1,stu_rec,chem,ME,1,No
adj_prof,chem,BE,1,stu_rec,eni,BE,1,No
adj_prof,IT,BE,1,grade_book,pha,BE,1,No
adj_prof,eni,NotA,NotA,dept_bud,IT,mtech,3,No
vis_prof,IT,NotA,NotA,asgn,pha,BE,1,No
stu,IT,BE,4,quiz,pha,BE,4,No
vis_prof,IT,BE,NotA,q_pr,pha,mtech,4,No
prof,pha,NotA,NotA,proj,chem,BE,2,No
stu,eni,BE,1,dept_bud,IT,BE,1,No
stu,chem,ME,1,proj,eni,ME,1,No
stu,chem,ME,1,dept_bud,eni,ME,1,No
stu,eni,ME,1,dept_bud,IT,ME,1,No
stu,eni,BE,2,dept_bud,IT,BE,2,No
prof,IT,NotA,NotA,quiz,pha,BE,2,No
prof,pha,NotA,NotA,proj,chem,ME,2,No
stu,eni,BE,4,proj,IT,BE,4,No
adj_prof,chem,BE,3,stu_rec,eni,BE,3,No
vis_prof,chem,NotA,NotA,std_mat,eni,BE,4,No
vis_prof,chem,BE,NotA,q_pr,eni,mtech,2,No
adj_prof,eni,ME,NotA,q_pr,IT,btech,2,No
vis_prof,IT,BE,NotA,q_pr,pha,btech,3,No
adj_prof,pha,NotA,NotA,q_pr,chem,ME,3,No
vis_prof,eni,BE,NotA,q_pr,IT,mtech,4,No
vis_prof,IT,NotA,NotA,quiz,pha,btech,2,No
adj_prof,pha,ME,2,grade_book,chem,ME,2,No
vis_prof,IT,BE,NotA,asgn,pha,btech,4,No
