Cluster,Dataset,Designation,Department,Degree,Year,Type,Department.1,Degree.1,Year.1,Access
11,1,stu,IT,btech,4,asgn,me,btech,4,No
9,1,stu,IT,btech,2,asgn,ce,btech,1,No
9,1,stu,IT,btech,3,asgn,ece,btech,4,No
10,1,stu,me,ME,2,asgn,me,ME,1,No
11,1,stu,pha,btech,1,asgn,cse,btech,1,No
12,1,stu,ece,mtech,2,dept_bud,cse,NotA,NotA,No
-1,1,stu,cse,mtech,2,dept_bud,cse,NotA,NotA,No
9,1,stu,eni,btech,4,asgn,cse,btech,2,No
9,1,stu,IT,btech,2,asgn,me,btech,1,No
9,1,stu,IT,btech,1,asgn,cse,btech,2,No
-1,1,officer,accounts,NotA,NotA,q_pr,pha,btech,3,No
9,1,stu,eni,btech,2,asgn,ece,btech,3,No
9,1,stu,pha,btech,4,asgn,ce,btech,1,No
9,1,stu,pha,btech,3,asgn,me,btech,2,No
-1,1,officer,accounts,NotA,NotA,q_pr,eni,mtech,2,No
10,1,stu,IT,btech,4,asgn,IT,btech,3,No
-1,1,officer,accounts,NotA,NotA,q_pr,chem,mtech,3,No
10,1,stu,pha,mtech,2,asgn,pha,mtech,1,No
10,1,stu,ce,BE,3,asgn,ce,BE,2,No
10,1,stu,chem,btech,1,asgn,chem,btech,3,No
10,1,stu,ece,BE,3,asgn,ece,BE,1,No
10,1,stu,eni,btech,4,asgn,eni,btech,1,No
11,1,stu,IT,btech,2,asgn,me,btech,2,No
11,1,stu,IT,btech,3,asgn,ce,btech,3,No
9,1,stu,IT,btech,1,asgn,ece,btech,2,No
10,1,stu,pha,btech,4,asgn,pha,btech,1,No
11,1,stu,eni,btech,3,asgn,cse,btech,3,No
10,1,stu,pha,btech,3,asgn,pha,btech,4,No
11,1,stu,IT,btech,3,asgn,me,btech,3,No
-1,1,officer,accounts,NotA,NotA,q_pr,IT,btech,4,No
9,1,stu,IT,btech,3,asgn,ce,btech,1,No
9,1,stu,eni,btech,1,asgn,cse,btech,2,No
9,1,stu,chem,btech,4,asgn,me,btech,2,No
9,1,stu,pha,btech,1,asgn,ce,btech,2,No
10,1,stu,chem,btech,4,asgn,chem,btech,1,No
9,1,stu,eni,btech,3,asgn,cse,btech,1,No
9,1,stu,pha,btech,3,asgn,ce,btech,1,No
9,1,stu,pha,btech,3,asgn,ce,btech,2,No
9,1,stu,IT,btech,3,asgn,ece,btech,2,No
10,1,stu,chem,btech,2,asgn,chem,btech,1,No
-1,1,officer,accounts,NotA,NotA,q_pr,IT,btech,2,No
10,1,stu,chem,mtech,2,asgn,chem,mtech,1,No
11,1,stu,eni,btech,2,asgn,me,btech,2,No
10,1,stu,IT,mtech,2,asgn,IT,mtech,1,No
11,1,stu,chem,btech,4,asgn,ce,btech,4,No
10,1,stu,cse,BE,2,asgn,cse,BE,1,No
9,1,stu,pha,btech,2,asgn,ce,btech,3,No
-1,1,officer,accounts,NotA,NotA,q_pr,pha,btech,4,No
9,1,stu,eni,btech,1,asgn,ce,btech,2,No
11,1,stu,chem,btech,3,asgn,me,btech,3,No
11,1,stu,chem,btech,1,asgn,ce,btech,1,No
9,1,stu,chem,btech,4,asgn,ce,btech,3,No
9,1,stu,eni,btech,4,asgn,me,btech,3,No
9,1,stu,chem,btech,2,asgn,ece,btech,4,No
11,1,stu,IT,btech,1,asgn,cse,btech,1,No
10,1,stu,ce,BE,3,asgn,ce,BE,1,No
9,1,stu,pha,btech,3,asgn,ece,btech,4,No
9,1,stu,chem,btech,3,asgn,me,btech,1,No
13,2,adj_prof,chem,NotA,NotA,std_mat,chem,mtech,1,Yes
8,2,prof,pha,NotA,NotA,quiz,pha,btech,2,Yes
14,2,stu,chem,BE,3,attdn,chem,BE,3,Yes
4,2,adj_prof,eni,NotA,NotA,asgn,eni,btech,1,Yes
6,2,prof,chem,NotA,NotA,proj,chem,btech,3,Yes
6,2,prof,IT,NotA,NotA,proj,IT,btech,2,Yes
4,2,adj_prof,IT,NotA,NotA,asgn,IT,btech,4,Yes
7,2,vis_prof,IT,NotA,NotA,asgn,IT,mtech,3,Yes
5,2,adj_prof,IT,NotA,NotA,q_pr,IT,mtech,1,Yes
14,2,stu,eni,ME,1,attdn,eni,ME,1,Yes
-1,2,stu,pha,BE,3,stu_rec,pha,BE,3,Yes
7,2,vis_prof,IT,NotA,NotA,asgn,IT,btech,3,Yes
5,2,adj_prof,pha,NotA,NotA,q_pr,pha,btech,2,Yes
8,2,prof,chem,NotA,NotA,quiz,chem,mtech,1,Yes
-1,2,stu,eni,ME,1,std_mat,eni,ME,1,Yes
4,2,adj_prof,chem,NotA,NotA,asgn,chem,btech,2,Yes
4,2,adj_prof,IT,NotA,NotA,asgn,IT,btech,2,Yes
14,2,stu,pha,BE,1,attdn,pha,BE,1,Yes
-1,2,vis_prof,eni,NotA,NotA,std_mat,eni,btech,1,Yes
-1,2,vis_prof,IT,NotA,NotA,std_mat,IT,btech,2,Yes
8,2,prof,pha,NotA,NotA,quiz,pha,btech,4,Yes
3,2,vis_prof,IT,NotA,NotA,q_pr,IT,mtech,4,Yes
-1,2,officer,pha,NotA,NotA,dept_bud,pha,NotA,2,Yes
3,2,vis_prof,chem,NotA,NotA,q_pr,chem,mtech,1,Yes
-1,2,stu,eni,ME,1,stu_rec,eni,ME,1,Yes
-1,2,stu,eni,BE,1,std_mat,eni,BE,1,Yes
-1,2,stu,chem,BE,4,stu_rec,chem,BE,4,Yes
8,2,prof,IT,NotA,NotA,quiz,IT,btech,3,Yes
-1,2,stu,pha,BE,4,stu_rec,pha,BE,4,Yes
14,2,stu,chem,ME,1,attdn,chem,ME,1,Yes
-1,2,stu,IT,BE,2,grade_book,IT,BE,2,Yes
5,2,adj_prof,chem,NotA,NotA,q_pr,chem,mtech,4,Yes
-1,2,stu,pha,BE,4,grade_book,pha,BE,4,Yes
13,2,adj_prof,IT,NotA,NotA,std_mat,IT,btech,2,Yes
13,2,adj_prof,chem,NotA,NotA,std_mat,chem,btech,4,Yes
-1,2,stu,pha,BE,1,std_mat,pha,BE,1,Yes
5,2,adj_prof,chem,NotA,NotA,q_pr,chem,btech,1,Yes
7,2,vis_prof,eni,NotA,NotA,asgn,eni,mtech,3,Yes
-1,2,stu,pha,BE,1,stu_rec,pha,BE,1,Yes
8,2,prof,IT,NotA,NotA,quiz,IT,btech,2,Yes
13,2,adj_prof,IT,NotA,NotA,std_mat,IT,btech,3,Yes
-1,2,stu,IT,ME,1,stu_rec,IT,ME,1,Yes
-1,2,stu,IT,BE,3,std_mat,IT,BE,3,Yes
8,2,prof,chem,NotA,NotA,quiz,chem,btech,4,Yes
5,2,adj_prof,IT,NotA,NotA,q_pr,IT,btech,4,Yes
-1,2,stu,chem,BE,2,grade_book,chem,BE,2,Yes
5,2,adj_prof,eni,NotA,NotA,q_pr,eni,mtech,4,Yes
-1,2,stu,IT,ME,2,std_mat,IT,ME,2,Yes
-1,2,stu,eni,BE,3,std_mat,eni,BE,3,Yes
8,2,prof,eni,NotA,NotA,quiz,eni,btech,4,Yes
7,2,vis_prof,eni,NotA,NotA,asgn,eni,btech,4,Yes
-1,2,stu,IT,BE,4,grade_book,IT,BE,4,Yes
-1,2,officer,IT,NotA,NotA,dept_bud,IT,NotA,4,Yes
8,2,prof,eni,NotA,NotA,quiz,eni,mtech,1,Yes
5,2,adj_prof,chem,NotA,NotA,q_pr,chem,btech,4,Yes
-1,2,vis_prof,chem,NotA,NotA,std_mat,chem,mtech,1,Yes
8,2,prof,eni,NotA,NotA,quiz,eni,mtech,2,Yes
-1,2,stu,eni,BE,2,std_mat,eni,BE,2,Yes
-1,2,vis_prof,chem,NotA,NotA,std_mat,chem,btech,1,Yes
13,2,adj_prof,IT,NotA,NotA,std_mat,IT,mtech,1,Yes
14,2,stu,chem,BE,1,attdn,chem,BE,1,Yes
-1,2,stu,chem,ME,1,std_mat,chem,ME,1,Yes
8,2,prof,pha,NotA,NotA,quiz,pha,btech,3,Yes
-1,2,vis_prof,pha,NotA,NotA,std_mat,pha,btech,1,Yes
5,2,adj_prof,pha,NotA,NotA,q_pr,pha,btech,4,Yes
3,2,vis_prof,eni,NotA,NotA,q_pr,eni,mtech,4,Yes
-1,2,vis_prof,eni,NotA,NotA,std_mat,eni,mtech,3,Yes
13,2,adj_prof,pha,NotA,NotA,std_mat,pha,mtech,4,Yes
7,2,vis_prof,IT,NotA,NotA,asgn,IT,btech,4,Yes
13,2,adj_prof,pha,NotA,NotA,std_mat,pha,btech,3,Yes
13,2,adj_prof,eni,NotA,NotA,std_mat,eni,btech,1,Yes
14,2,stu,pha,BE,4,attdn,pha,BE,4,Yes
4,2,adj_prof,eni,NotA,NotA,asgn,eni,mtech,2,Yes
5,2,adj_prof,IT,NotA,NotA,q_pr,IT,mtech,3,Yes
4,2,adj_prof,eni,NotA,NotA,asgn,eni,btech,3,Yes
-1,2,stu,chem,ME,1,stu_rec,chem,ME,1,Yes
5,2,adj_prof,eni,NotA,NotA,q_pr,eni,btech,3,Yes
5,2,adj_prof,eni,NotA,NotA,q_pr,eni,btech,2,Yes
-1,2,stu,IT,ME,1,std_mat,IT,ME,1,Yes
14,2,stu,pha,BE,2,attdn,pha,BE,2,Yes
5,2,adj_prof,eni,NotA,NotA,q_pr,eni,mtech,3,Yes
3,2,vis_prof,eni,NotA,NotA,q_pr,eni,btech,1,Yes
4,2,adj_prof,eni,NotA,NotA,asgn,eni,mtech,3,Yes
3,2,vis_prof,IT,NotA,NotA,q_pr,IT,mtech,1,Yes
8,2,prof,chem,NotA,NotA,quiz,chem,mtech,2,Yes
7,2,vis_prof,chem,NotA,NotA,asgn,chem,btech,2,Yes
13,2,adj_prof,chem,NotA,NotA,std_mat,chem,btech,3,Yes
8,2,prof,pha,NotA,NotA,quiz,pha,mtech,2,Yes
5,2,adj_prof,pha,NotA,NotA,q_pr,pha,mtech,3,Yes
14,2,stu,pha,BE,3,attdn,pha,BE,3,Yes
-1,2,stu,pha,BE,3,grade_book,pha,BE,3,Yes
-1,2,stu,chem,ME,1,grade_book,chem,ME,1,Yes
4,2,adj_prof,chem,NotA,NotA,asgn,chem,btech,3,Yes
13,2,adj_prof,pha,NotA,NotA,std_mat,pha,mtech,3,Yes
13,2,adj_prof,eni,NotA,NotA,std_mat,eni,btech,3,Yes
7,2,vis_prof,IT,NotA,NotA,asgn,IT,mtech,4,Yes
13,2,adj_prof,IT,NotA,NotA,std_mat,IT,mtech,4,Yes
8,2,prof,IT,NotA,NotA,quiz,IT,mtech,1,Yes
4,2,adj_prof,IT,NotA,NotA,asgn,IT,btech,1,Yes
5,2,adj_prof,chem,NotA,NotA,q_pr,chem,btech,3,Yes
5,2,adj_prof,IT,NotA,NotA,q_pr,IT,btech,1,Yes
14,2,stu,chem,BE,4,attdn,chem,BE,4,Yes
4,2,adj_prof,pha,NotA,NotA,asgn,pha,btech,4,Yes
7,2,vis_prof,eni,NotA,NotA,asgn,eni,mtech,2,Yes
14,2,stu,IT,BE,1,attdn,IT,BE,1,Yes
6,2,prof,chem,NotA,NotA,proj,chem,btech,4,Yes
4,2,adj_prof,chem,NotA,NotA,asgn,chem,mtech,4,Yes
5,2,adj_prof,pha,NotA,NotA,q_pr,pha,btech,3,Yes
6,2,prof,chem,NotA,NotA,proj,chem,mtech,1,Yes
-1,2,stu,eni,BE,3,stu_rec,eni,BE,3,Yes
14,2,stu,chem,ME,2,attdn,chem,ME,2,Yes
5,2,adj_prof,IT,NotA,NotA,q_pr,IT,btech,3,Yes
14,2,stu,IT,BE,4,attdn,IT,BE,4,Yes
7,2,vis_prof,eni,NotA,NotA,asgn,eni,btech,2,Yes
6,2,prof,eni,NotA,NotA,proj,eni,mtech,1,Yes
5,2,adj_prof,chem,NotA,NotA,q_pr,chem,mtech,3,Yes
13,2,adj_prof,eni,NotA,NotA,std_mat,eni,mtech,4,Yes
8,2,prof,IT,NotA,NotA,quiz,IT,btech,4,Yes
4,2,adj_prof,pha,NotA,NotA,asgn,pha,btech,1,Yes
-1,2,vis_prof,IT,NotA,NotA,std_mat,IT,btech,4,Yes
-1,2,officer,pha,NotA,NotA,dept_bud,pha,NotA,4,Yes
-1,2,stu,chem,ME,2,grade_book,chem,ME,2,Yes
13,2,adj_prof,pha,NotA,NotA,std_mat,pha,btech,1,Yes
-1,2,stu,IT,ME,1,grade_book,IT,ME,1,Yes
4,2,adj_prof,chem,NotA,NotA,asgn,chem,mtech,2,Yes
-1,2,stu,eni,BE,4,std_mat,eni,BE,4,Yes
-1,2,stu,IT,BE,3,grade_book,IT,BE,3,Yes
-1,2,officer,chem,NotA,NotA,dept_bud,chem,NotA,3,Yes
-1,2,stu,IT,BE,2,std_mat,IT,BE,2,Yes
6,2,prof,chem,NotA,NotA,proj,chem,mtech,2,Yes
-1,2,stu,pha,ME,2,std_mat,pha,ME,2,Yes
5,2,adj_prof,eni,NotA,NotA,q_pr,eni,mtech,2,Yes
-1,2,stu,eni,ME,2,stu_rec,eni,ME,2,Yes
-1,2,vis_prof,chem,NotA,NotA,std_mat,chem,mtech,4,Yes
-1,2,officer,chem,NotA,NotA,dept_bud,chem,NotA,1,Yes
-1,2,vis_prof,IT,NotA,NotA,std_mat,IT,mtech,4,Yes
7,2,vis_prof,chem,NotA,NotA,asgn,chem,mtech,1,Yes
4,2,adj_prof,pha,NotA,NotA,asgn,pha,mtech,4,Yes
3,2,vis_prof,chem,NotA,NotA,q_pr,chem,btech,2,Yes
14,2,stu,IT,ME,1,attdn,IT,ME,1,Yes
5,2,adj_prof,chem,NotA,NotA,q_pr,chem,mtech,2,Yes
14,2,stu,eni,BE,3,attdn,eni,BE,3,Yes
6,2,prof,eni,NotA,NotA,proj,eni,btech,2,Yes
4,2,adj_prof,IT,NotA,NotA,asgn,IT,btech,3,Yes
-1,2,stu,chem,ME,2,stu_rec,chem,ME,2,Yes
-1,2,officer,eni,NotA,NotA,dept_bud,eni,NotA,1,Yes
5,2,adj_prof,pha,NotA,NotA,q_pr,pha,mtech,4,Yes
-1,2,stu,chem,BE,3,grade_book,chem,BE,3,Yes
-1,2,stu,pha,ME,2,grade_book,pha,ME,2,Yes
4,2,adj_prof,chem,NotA,NotA,asgn,chem,mtech,1,Yes
13,2,adj_prof,eni,NotA,NotA,std_mat,eni,btech,4,Yes
-1,2,officer,eni,NotA,NotA,dept_bud,eni,NotA,2,Yes
13,2,adj_prof,eni,NotA,NotA,std_mat,eni,mtech,3,Yes
-1,2,vis_prof,IT,NotA,NotA,std_mat,IT,btech,1,Yes
-1,2,vis_prof,IT,NotA,NotA,std_mat,IT,mtech,2,Yes
6,2,prof,pha,NotA,NotA,proj,pha,mtech,1,Yes
7,2,vis_prof,IT,NotA,NotA,asgn,IT,btech,2,Yes
-1,2,stu,IT,BE,4,stu_rec,IT,BE,4,Yes
14,2,stu,chem,BE,2,attdn,chem,BE,2,Yes
8,2,prof,pha,NotA,NotA,quiz,pha,mtech,1,Yes
7,2,vis_prof,chem,NotA,NotA,asgn,chem,mtech,2,Yes
13,2,adj_prof,eni,NotA,NotA,std_mat,eni,mtech,1,Yes
-1,2,stu,pha,BE,3,std_mat,pha,BE,3,Yes
4,2,adj_prof,IT,NotA,NotA,asgn,IT,mtech,2,Yes
4,2,adj_prof,eni,NotA,NotA,asgn,eni,mtech,1,Yes
8,2,prof,chem,NotA,NotA,quiz,chem,btech,2,Yes
-1,2,vis_prof,chem,NotA,NotA,std_mat,chem,btech,3,Yes
13,2,adj_prof,IT,NotA,NotA,std_mat,IT,mtech,2,Yes
3,2,vis_prof,chem,NotA,NotA,q_pr,chem,btech,3,Yes
-1,2,stu,pha,ME,1,std_mat,pha,ME,1,Yes
-1,2,stu,chem,BE,3,std_mat,chem,BE,3,Yes
7,2,vis_prof,pha,NotA,NotA,asgn,pha,mtech,1,Yes
3,2,vis_prof,eni,NotA,NotA,q_pr,eni,mtech,2,Yes
13,2,adj_prof,chem,NotA,NotA,std_mat,chem,mtech,4,Yes
5,2,adj_prof,eni,NotA,NotA,q_pr,eni,btech,4,Yes
14,2,stu,IT,BE,2,attdn,IT,BE,2,Yes
6,2,prof,chem,NotA,NotA,proj,chem,btech,1,Yes
5,2,adj_prof,pha,NotA,NotA,q_pr,pha,btech,1,Yes
3,2,vis_prof,chem,NotA,NotA,q_pr,chem,btech,1,Yes
6,2,prof,pha,NotA,NotA,proj,pha,btech,2,Yes
-1,2,stu,IT,ME,2,stu_rec,IT,ME,2,Yes
-1,2,stu,eni,ME,2,std_mat,eni,ME,2,Yes
6,2,prof,eni,NotA,NotA,proj,eni,btech,3,Yes
-1,2,stu,chem,ME,2,std_mat,chem,ME,2,Yes
3,2,vis_prof,eni,NotA,NotA,q_pr,eni,btech,4,Yes
-1,2,vis_prof,eni,NotA,NotA,std_mat,eni,mtech,1,Yes
-1,2,stu,chem,BE,1,stu_rec,chem,BE,1,Yes
-1,2,officer,chem,NotA,NotA,dept_bud,chem,NotA,4,Yes
13,2,adj_prof,pha,NotA,NotA,std_mat,pha,mtech,1,Yes
7,2,vis_prof,chem,NotA,NotA,asgn,chem,btech,1,Yes
4,2,adj_prof,chem,NotA,NotA,asgn,chem,btech,4,Yes
-1,2,stu,chem,BE,4,std_mat,chem,BE,4,Yes
14,2,stu,eni,ME,2,attdn,eni,ME,2,Yes
-1,2,vis_prof,eni,NotA,NotA,std_mat,eni,btech,4,Yes
14,2,stu,eni,BE,2,attdn,eni,BE,2,Yes
-1,2,stu,pha,BE,4,std_mat,pha,BE,4,Yes
14,2,stu,pha,ME,2,attdn,pha,ME,2,Yes
13,2,adj_prof,chem,NotA,NotA,std_mat,chem,mtech,3,Yes
13,2,adj_prof,IT,NotA,NotA,std_mat,IT,btech,1,Yes
-1,2,stu,eni,BE,1,stu_rec,eni,BE,1,Yes
7,2,vis_prof,IT,NotA,NotA,asgn,IT,btech,1,Yes
3,2,vis_prof,chem,NotA,NotA,q_pr,chem,btech,4,Yes
-1,2,stu,eni,BE,1,grade_book,eni,BE,1,Yes
-1,2,vis_prof,chem,NotA,NotA,std_mat,chem,mtech,3,Yes
6,2,prof,pha,NotA,NotA,proj,pha,btech,3,Yes
4,2,adj_prof,IT,NotA,NotA,asgn,IT,mtech,1,Yes
-1,2,stu,pha,BE,2,grade_book,pha,BE,2,Yes
-1,2,stu,eni,BE,2,stu_rec,eni,BE,2,Yes
5,2,adj_prof,chem,NotA,NotA,q_pr,chem,btech,2,Yes
8,2,prof,eni,NotA,NotA,quiz,eni,btech,3,Yes
14,2,stu,eni,BE,1,attdn,eni,BE,1,Yes
4,2,adj_prof,chem,NotA,NotA,asgn,chem,mtech,3,Yes
13,2,adj_prof,chem,NotA,NotA,std_mat,chem,btech,1,Yes
6,2,prof,IT,NotA,NotA,proj,IT,mtech,1,Yes
-1,2,officer,IT,NotA,NotA,dept_bud,IT,NotA,3,Yes
-1,2,vis_prof,chem,NotA,NotA,std_mat,chem,mtech,2,Yes
4,2,adj_prof,pha,NotA,NotA,asgn,pha,btech,2,Yes
5,2,adj_prof,chem,NotA,NotA,q_pr,chem,mtech,1,Yes
3,2,vis_prof,eni,NotA,NotA,q_pr,eni,mtech,1,Yes
-1,2,officer,eni,NotA,NotA,dept_bud,eni,NotA,3,Yes
-1,2,officer,IT,NotA,NotA,dept_bud,IT,NotA,1,Yes
7,2,vis_prof,IT,NotA,NotA,asgn,IT,mtech,1,Yes
6,2,prof,pha,NotA,NotA,proj,pha,mtech,2,Yes
3,2,vis_prof,pha,NotA,NotA,q_pr,pha,mtech,1,Yes
13,2,adj_prof,eni,NotA,NotA,std_mat,eni,mtech,2,Yes
6,2,prof,pha,NotA,NotA,proj,pha,btech,1,Yes
-1,2,stu,chem,BE,2,stu_rec,chem,BE,2,Yes
13,2,adj_prof,pha,NotA,NotA,std_mat,pha,btech,2,Yes
3,2,vis_prof,pha,NotA,NotA,q_pr,pha,btech,1,Yes
7,2,vis_prof,eni,NotA,NotA,asgn,eni,btech,3,Yes
7,2,vis_prof,chem,NotA,NotA,asgn,chem,mtech,4,Yes
13,2,adj_prof,chem,NotA,NotA,std_mat,chem,btech,2,Yes
-1,2,stu,pha,BE,2,stu_rec,pha,BE,2,Yes
7,2,vis_prof,chem,NotA,NotA,asgn,chem,btech,3,Yes
7,2,vis_prof,pha,NotA,NotA,asgn,pha,btech,1,Yes
14,2,stu,IT,BE,3,attdn,IT,BE,3,Yes
8,2,prof,eni,NotA,NotA,quiz,eni,btech,2,Yes
13,2,adj_prof,pha,NotA,NotA,std_mat,pha,btech,4,Yes
13,2,adj_prof,eni,NotA,NotA,std_mat,eni,btech,2,Yes
4,2,adj_prof,chem,NotA,NotA,asgn,chem,btech,1,Yes
7,2,vis_prof,chem,NotA,NotA,asgn,chem,btech,4,Yes
-1,2,stu,IT,BE,1,stu_rec,IT,BE,1,Yes
-1,2,stu,pha,BE,2,attdn,chem,BE,2,No
15,2,prof,IT,NotA,NotA,proj,pha,mtech,2,No
-1,2,stu,IT,ME,1,stu_rec,pha,ME,1,No
16,2,prof,IT,NotA,NotA,quiz,pha,btech,1,No
17,2,vis_prof,chem,NotA,NotA,std_mat,eni,mtech,3,No
-1,2,stu,IT,ME,2,grade_book,pha,ME,2,No
-1,2,stu,eni,ME,2,std_mat,IT,ME,2,No
-1,2,stu,chem,ME,2,stu_rec,eni,ME,2,No
18,2,adj_prof,chem,NotA,NotA,q_pr,eni,mtech,4,No
17,2,vis_prof,eni,NotA,NotA,std_mat,IT,btech,2,No
16,2,prof,eni,NotA,NotA,quiz,IT,btech,2,No
16,2,prof,chem,NotA,NotA,quiz,eni,btech,3,No
19,2,adj_prof,eni,NotA,NotA,std_mat,IT,btech,4,No
19,2,adj_prof,IT,NotA,NotA,std_mat,pha,mtech,4,No
-1,2,vis_prof,IT,NotA,NotA,asgn,pha,btech,2,No
-1,2,stu,eni,BE,2,grade_book,IT,BE,2,No
-1,2,stu,IT,ME,1,attdn,pha,ME,1,No
20,2,adj_prof,IT,NotA,NotA,asgn,pha,mtech,4,No
21,2,vis_prof,IT,NotA,NotA,q_pr,pha,mtech,1,No
16,2,prof,eni,NotA,NotA,quiz,IT,mtech,2,No
-1,2,stu,chem,BE,3,stu_rec,eni,BE,3,No
21,2,vis_prof,chem,NotA,NotA,q_pr,eni,mtech,2,No
16,2,prof,IT,NotA,NotA,quiz,pha,mtech,2,No
16,2,prof,pha,NotA,NotA,quiz,chem,btech,1,No
17,2,vis_prof,IT,NotA,NotA,std_mat,pha,mtech,1,No
21,2,vis_prof,eni,NotA,NotA,q_pr,IT,btech,1,No
19,2,adj_prof,pha,NotA,NotA,std_mat,chem,btech,2,No
17,2,vis_prof,IT,NotA,NotA,std_mat,pha,mtech,3,No
15,2,prof,eni,NotA,NotA,proj,IT,btech,4,No
18,2,adj_prof,chem,NotA,NotA,q_pr,eni,btech,4,No
-1,2,stu,eni,BE,1,stu_rec,IT,BE,1,No
20,2,adj_prof,eni,NotA,NotA,asgn,IT,btech,1,No
15,2,prof,pha,NotA,NotA,proj,chem,mtech,2,No
19,2,adj_prof,chem,NotA,NotA,std_mat,eni,btech,2,No
16,2,prof,chem,NotA,NotA,quiz,eni,mtech,2,No
-1,2,stu,chem,BE,2,attdn,eni,BE,2,No
12,2,stu,cse,mtech,1,dept_bud,chem,NotA,NotA,No
17,2,vis_prof,IT,NotA,NotA,std_mat,pha,btech,2,No
-1,2,stu,pha,BE,3,stu_rec,chem,BE,3,No
21,2,vis_prof,chem,NotA,NotA,q_pr,eni,mtech,1,No
18,2,adj_prof,IT,NotA,NotA,q_pr,pha,btech,1,No
-1,2,vis_prof,chem,NotA,NotA,asgn,eni,btech,4,No
-1,2,stu,IT,BE,1,stu_rec,pha,BE,1,No
19,2,adj_prof,pha,NotA,NotA,std_mat,chem,mtech,3,No
-1,2,stu,IT,BE,3,stu_rec,pha,BE,3,No
12,2,stu,me,mtech,2,dept_bud,chem,NotA,NotA,No
20,2,adj_prof,eni,NotA,NotA,asgn,IT,btech,4,No
-1,2,stu,pha,BE,4,stu_rec,chem,BE,4,No
17,2,vis_prof,pha,NotA,NotA,std_mat,chem,mtech,1,No
-1,2,stu,IT,BE,1,std_mat,pha,BE,1,No
21,2,vis_prof,chem,NotA,NotA,q_pr,eni,btech,2,No
18,2,adj_prof,eni,NotA,NotA,q_pr,IT,btech,2,No
-1,2,stu,IT,ME,1,grade_book,pha,ME,1,No
19,2,adj_prof,pha,NotA,NotA,std_mat,chem,btech,3,No
-1,2,stu,eni,ME,1,attdn,IT,ME,1,No
15,2,prof,pha,NotA,NotA,proj,chem,btech,1,No
18,2,adj_prof,IT,NotA,NotA,q_pr,pha,btech,4,No
17,2,vis_prof,chem,NotA,NotA,std_mat,eni,btech,3,No
21,2,vis_prof,eni,NotA,NotA,q_pr,IT,mtech,3,No
12,2,stu,cse,mtech,2,dept_bud,chem,NotA,NotA,No
-1,2,stu,IT,ME,1,std_mat,pha,ME,1,No
20,2,adj_prof,chem,NotA,NotA,asgn,eni,mtech,2,No
-1,2,vis_prof,chem,NotA,NotA,asgn,eni,btech,3,No
19,2,adj_prof,chem,NotA,NotA,std_mat,eni,btech,4,No
-1,2,stu,eni,ME,1,std_mat,IT,ME,1,No
20,2,adj_prof,IT,NotA,NotA,asgn,pha,btech,4,No
16,2,prof,chem,NotA,NotA,quiz,eni,btech,1,No
12,2,stu,ce,mtech,2,dept_bud,pha,NotA,NotA,No
19,2,adj_prof,IT,NotA,NotA,std_mat,pha,btech,3,No
15,2,prof,chem,NotA,NotA,proj,eni,mtech,2,No
-1,2,stu,eni,BE,4,stu_rec,IT,BE,4,No
15,2,prof,pha,NotA,NotA,proj,chem,mtech,1,No
-1,2,stu,pha,BE,1,attdn,chem,BE,1,No
20,2,adj_prof,IT,NotA,NotA,asgn,pha,mtech,3,No
19,2,adj_prof,eni,NotA,NotA,std_mat,IT,mtech,1,No
12,2,stu,me,mtech,1,dept_bud,chem,NotA,NotA,No
20,2,adj_prof,chem,NotA,NotA,asgn,eni,mtech,1,No
18,2,adj_prof,pha,NotA,NotA,q_pr,chem,mtech,4,No
20,2,adj_prof,IT,NotA,NotA,asgn,pha,btech,1,No
-1,2,stu,eni,BE,4,grade_book,IT,BE,4,No
-1,2,vis_prof,chem,NotA,NotA,asgn,eni,mtech,2,No
12,2,stu,cse,mtech,2,dept_bud,eni,NotA,NotA,No
16,2,prof,eni,NotA,NotA,quiz,IT,btech,1,No
20,2,adj_prof,chem,NotA,NotA,asgn,eni,mtech,4,No
-1,2,vis_prof,eni,NotA,NotA,asgn,IT,mtech,2,No
20,2,adj_prof,chem,NotA,NotA,asgn,eni,btech,2,No
-1,2,stu,pha,ME,2,attdn,chem,ME,2,No
12,2,stu,ce,mtech,2,dept_bud,eni,NotA,NotA,No
21,2,vis_prof,pha,NotA,NotA,q_pr,chem,btech,1,No
-1,2,stu,pha,BE,1,grade_book,chem,BE,1,No
16,2,prof,eni,NotA,NotA,quiz,IT,btech,3,No
-1,2,stu,chem,ME,1,grade_book,eni,ME,1,No
12,2,stu,ece,mtech,1,dept_bud,eni,NotA,NotA,No
12,2,stu,ce,mtech,1,dept_bud,pha,NotA,NotA,No
-1,2,stu,pha,ME,1,stu_rec,chem,ME,1,No
-1,2,stu,eni,BE,4,attdn,IT,BE,4,No
-1,2,stu,eni,BE,3,attdn,IT,BE,3,No
21,2,vis_prof,IT,NotA,NotA,q_pr,pha,mtech,2,No
17,2,vis_prof,eni,NotA,NotA,std_mat,IT,btech,3,No
21,2,vis_prof,IT,NotA,NotA,q_pr,pha,btech,2,No
19,2,adj_prof,IT,NotA,NotA,std_mat,pha,btech,1,No
15,2,prof,IT,NotA,NotA,proj,pha,btech,2,No
-1,2,stu,pha,BE,4,attdn,chem,BE,4,No
