Designation,Post,Course,Department,Degree,Year,Type,Department.1,Course.1,Degree.1,Year.1,Access,Designation_train,Post_train,Course_train,Department_train,Degree_train,Year_train,Type_train,Department.1_train,Course.1_train,Degree.1_train,Year.1_train,Access_train
Faculty,Assistant,IT_2,IT,NotA,NotA,mids_paper,IT,IT_13,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_6,IT,NotA,NotA,answer_sheet,IT,IT_15,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_19,IT,NotA,NotA,compre_paper,IT,IT_20,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Stud,Undergraduate,IT_1,IT,BTech,2,attendance,IT,IT_2,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_6,IT,NotA,NotA,mids_paper,IT,IT_13,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_5,IT,NotA,NotA,mids_paper,IT,IT_9,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_2,IT,NotA,NotA,answer_sheet,IT,IT_15,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_8,IT,NotA,NotA,compre_paper,IT,IT_11,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_7,IT,NotA,NotA,compre_paper,IT,IT_8,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Stud,Undergraduate,IT_4,IT,BTech,2,attendance,IT,IT_5,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_3,IT,NotA,NotA,answer_sheet,IT,IT_16,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_13,IT,NotA,NotA,mids_paper,IT,IT_20,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_3,IT,NotA,NotA,compre_paper,IT,IT_14,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_1,IT,NotA,NotA,compre_paper,IT,IT_15,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_8,IT,NotA,NotA,assgn,IT,IT_17,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_8,IT,NotA,NotA,mids_paper,IT,IT_20,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_10,IT,NotA,NotA,mids_paper,IT,IT_14,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_6,IT,NotA,NotA,assgn,IT,IT_13,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_4,IT,NotA,NotA,mids_paper,IT,IT_10,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_18,IT,NotA,NotA,mids_paper,IT,IT_19,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_1,IT,NotA,NotA,compre_paper,IT,IT_3,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_7,IT,NotA,NotA,compre_paper,IT,IT_17,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_2,IT,NotA,NotA,mids_paper,IT,IT_12,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_12,IT,NotA,NotA,compre_paper,IT,IT_18,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_4,IT,NotA,NotA,mids_paper,IT,IT_18,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_9,IT,NotA,NotA,mids_paper,IT,IT_20,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_14,IT,NotA,NotA,mids_paper,IT,IT_20,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_10,IT,NotA,NotA,answer_sheet,IT,IT_15,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_4,IT,NotA,NotA,answer_sheet,IT,IT_15,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_8,IT,NotA,NotA,compre_paper,IT,IT_16,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_10,IT,NotA,NotA,mids_paper,IT,IT_15,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_5,IT,NotA,NotA,mids_paper,IT,IT_18,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_2,IT,NotA,NotA,answer_sheet,IT,IT_20,BTech,4,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_8,IT,NotA,NotA,mids_paper,IT,IT_14,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_7,IT,NotA,NotA,mids_paper,IT,IT_20,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Stud,Undergraduate,IT_5,IT,BTech,2,attendance,IT,IT_6,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_16,IT,NotA,NotA,compre_paper,IT,IT_20,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_6,IT,NotA,NotA,mids_paper,IT,IT_10,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_3,IT,NotA,NotA,assgn,IT,IT_5,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_10,IT,NotA,NotA,assgn,IT,IT_13,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_6,IT,NotA,NotA,compre_paper,IT,IT_11,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_4,IT,NotA,NotA,mids_paper,IT,IT_11,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_4,IT,NotA,NotA,assgn,IT,IT_5,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_2,IT,NotA,NotA,compre_paper,IT,IT_8,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_13,IT,NotA,NotA,compre_paper,IT,IT_16,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_10,IT,NotA,NotA,mids_paper,IT,IT_12,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_1,IT,NotA,NotA,mids_paper,IT,IT_4,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_17,IT,NotA,NotA,mids_paper,IT,IT_19,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_17,IT,NotA,NotA,mids_paper,IT,IT_20,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_7,IT,NotA,NotA,assgn,IT,IT_12,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_10,IT,NotA,NotA,answer_sheet,IT,IT_17,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_5,IT,NotA,NotA,mids_paper,IT,IT_10,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_11,IT,NotA,NotA,mids_paper,IT,IT_17,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_5,IT,NotA,NotA,compre_paper,IT,IT_18,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_6,IT,NotA,NotA,mids_paper,IT,IT_20,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_14,IT,NotA,NotA,assgn,IT,IT_20,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_1,IT,NotA,NotA,assgn,IT,IT_3,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_16,IT,NotA,NotA,compre_paper,IT,IT_17,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_11,IT,NotA,NotA,compre_paper,IT,IT_13,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_9,IT,NotA,NotA,compre_paper,IT,IT_18,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_16,IT,NotA,NotA,compre_paper,IT,IT_18,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_2,IT,NotA,NotA,mids_paper,IT,IT_10,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_9,IT,NotA,NotA,mids_paper,IT,IT_12,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_2,IT,NotA,NotA,assgn,IT,IT_16,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_10,IT,NotA,NotA,assgn,IT,IT_20,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_6,IT,NotA,NotA,mids_paper,IT,IT_14,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Stud,Undergraduate,IT_19,IT,BTech,2,attendance,IT,IT_20,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_12,IT,NotA,NotA,compre_paper,IT,IT_18,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_4,IT,NotA,NotA,answer_sheet,IT,IT_8,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_11,IT,NotA,NotA,answer_sheet,IT,IT_15,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_5,IT,NotA,NotA,mids_paper,IT,IT_16,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_1,IT,NotA,NotA,assgn,IT,IT_17,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_8,IT,NotA,NotA,assgn,IT,IT_15,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_15,IT,NotA,NotA,compre_paper,IT,IT_18,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_5,IT,NotA,NotA,mids_paper,IT,IT_19,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_8,IT,NotA,NotA,mids_paper,IT,IT_10,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_16,IT,NotA,NotA,mids_paper,IT,IT_20,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_1,IT,NotA,NotA,compre_paper,IT,IT_5,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_16,IT,NotA,NotA,mids_paper,IT,IT_17,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_9,IT,NotA,NotA,assgn,IT,IT_15,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_2,IT,NotA,NotA,mids_paper,IT,IT_9,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_1,IT,NotA,NotA,answer_sheet,IT,IT_5,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_13,IT,NotA,NotA,mids_paper,IT,IT_16,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_2,IT,NotA,NotA,answer_sheet,IT,IT_7,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_1,IT,NotA,NotA,assgn,IT,IT_2,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_11,IT,NotA,NotA,compre_paper,IT,IT_15,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_3,IT,NotA,NotA,compre_paper,IT,IT_4,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_10,IT,NotA,NotA,answer_sheet,IT,IT_13,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_1,IT,NotA,NotA,compre_paper,IT,IT_16,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_3,IT,NotA,NotA,compre_paper,IT,IT_9,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_4,IT,NotA,NotA,compre_paper,IT,IT_14,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_1,IT,NotA,NotA,assgn,IT,IT_16,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_5,IT,NotA,NotA,mids_paper,IT,IT_20,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_2,IT,NotA,NotA,mids_paper,IT,IT_18,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_7,IT,NotA,NotA,mids_paper,IT,IT_9,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_5,IT,NotA,NotA,compre_paper,IT,IT_13,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_3,IT,NotA,NotA,assgn,IT,IT_15,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_7,IT,NotA,NotA,assgn,IT,IT_15,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_1,IT,NotA,NotA,mids_paper,IT,IT_13,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_1,IT,NotA,NotA,compre_paper,IT,IT_6,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_6,IT,NotA,NotA,mids_paper,IT,IT_18,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_1,IT,NotA,NotA,assgn,IT,IT_12,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_5,IT,NotA,NotA,mids_paper,IT,IT_20,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_1,IT,NotA,NotA,answer_sheet,IT,IT_20,BTech,4,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_7,IT,NotA,NotA,answer_sheet,IT,IT_11,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_3,IT,NotA,NotA,compre_paper,IT,IT_16,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_7,IT,NotA,NotA,answer_sheet,IT,IT_15,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_9,IT,NotA,NotA,mids_paper,IT,IT_11,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_4,IT,NotA,NotA,mids_paper,IT,IT_13,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Stud,Undergraduate,IT_3,IT,BTech,2,attendance,IT,IT_4,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_4,IT,NotA,NotA,answer_sheet,IT,IT_18,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_4,IT,NotA,NotA,answer_sheet,IT,IT_16,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_19,IT,NotA,NotA,assgn,IT,IT_20,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_6,IT,NotA,NotA,answer_sheet,IT,IT_8,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_2,IT,NotA,NotA,mids_paper,IT,IT_12,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_3,IT,NotA,NotA,compre_paper,IT,IT_16,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_6,IT,NotA,NotA,mids_paper,IT,IT_8,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_7,IT,NotA,NotA,mids_paper,IT,IT_15,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_18,IT,NotA,NotA,compre_paper,IT,IT_20,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_6,IT,NotA,NotA,mids_paper,IT,IT_7,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_16,IT,NotA,NotA,answer_sheet,IT,IT_20,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_8,IT,NotA,NotA,mids_paper,IT,IT_18,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_3,IT,NotA,NotA,assgn,IT,IT_8,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_1,IT,NotA,NotA,answer_sheet,IT,IT_7,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_14,IT,NotA,NotA,compre_paper,IT,IT_16,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_8,IT,NotA,NotA,compre_paper,IT,IT_10,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_10,IT,NotA,NotA,compre_paper,IT,IT_19,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_2,IT,NotA,NotA,mids_paper,IT,IT_7,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_13,IT,NotA,NotA,compre_paper,IT,IT_16,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_12,IT,NotA,NotA,assgn,IT,IT_19,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_1,IT,NotA,NotA,assgn,IT,IT_9,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Associate,IT_6,IT,NotA,NotA,mids_paper,IT,IT_11,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_8,IT,NotA,NotA,mids_paper,IT,IT_14,BTech,2,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_8,IT,NotA,NotA,compre_paper,IT,IT_19,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_9,IT,NotA,NotA,compre_paper,IT,IT_13,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_2,IT,NotA,NotA,mids_paper,IT,IT_20,BTech,4,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_1,IT,NotA,NotA,answer_sheet,IT,IT_13,BTech,3,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
Faculty,Assistant,IT_7,IT,NotA,NotA,mids_paper,IT,IT_10,BTech,1,Yes,Stud,Undergraduate,CSE_1,CSE,BTech,1,assgn,CSE,CSE_1,BTech,1,Yes
