DESIGNATION,Project_name,Department,Experience_level,Resource,Project_name.1,Resource_clearance,Department.1,Access
PROGRAMMER,P4,DEVELOPMENT,junior,EMP_DETAIL,P2,low,DEVELOPMENT,NO
PROGRAMMER,P4,DEVELOPMENT,junior,SALARY_DETAIL,P2,low,HR,NO
PROGRAMMER,P4,DEVELOPMENT,junior,CLIENT_DETAIL,P2,high,HR,NO
PROGRAMMER,P4,DEVELOPMENT,junior,PROJECT_COST,P2,high,FINANCE,NO
PROGRAMMER,P4,DEVELOPMENT,junior,SERVER,P2,high,TECHNICAL,NO
PROGRAMMER,P4,DEVELOPMENT,junior,DATABASE,P2,medium,TECHNICAL,NO
PROGRAMMER,P4,DEVELOPMENT,junior,NETWORK_SETUP,P2,medium,TECHNICAL,NO
SDE,P4,DEVELOPMENT,junior,PROJECT_DETAIL,P2,high,DEVELOPMENT,NO
SDE,P4,DEVELOPMENT,junior,EMP_DETAIL,P2,low,DEVELOPMENT,NO
SDE,P4,DEVELOPMENT,junior,SALARY_DETAIL,P2,medium,HR,NO
SDE,P4,DEVELOPMENT,junior,CLIENT_DETAIL,P2,medium,HR,NO
SDE,P4,DEVELOPMENT,junior,PROJECT_COST,P2,medium,FINANCE,NO
SDE,P4,DEVELOPMENT,junior,SERVER,P2,high,TECHNICAL,NO
SDE,P4,DEVELOPMENT,junior,DATABASE,P2,low,TECHNICAL,NO
SDE,P4,DEVELOPMENT,junior,NETWORK_SETUP,P2,high,TECHNICAL,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,PROJECT_DETAIL,P2,medium,DEVELOPMENT,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,EMP_DETAIL,P2,medium,DEVELOPMENT,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,SALARY_DETAIL,P2,medium,HR,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,CLIENT_DETAIL,P2,low,HR,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,PROJECT_COST,P2,high,FINANCE,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,SERVER,P2,medium,TECHNICAL,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,DATABASE,P2,low,TECHNICAL,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,NETWORK_SETUP,P2,low,TECHNICAL,NO
PROJECT_LEADER,P4,DEVELOPMENT,junior,SALARY_DETAIL,P2,medium,HR,NO
PROJECT_LEADER,P4,DEVELOPMENT,senior,CLIENT_DETAIL,P2,high,HR,YES
PROJECT_LEADER,P4,DEVELOPMENT,junior,EMP_DETAIL,P2,low,DEVELOPMENT,YES
PROJECT_LEADER,P4,DEVELOPMENT,intermediate,PROJECT_DETAIL,P2,medium,DEVELOPMENT,YES
PROJECT_LEADER,P4,DEVELOPMENT,senior,PROJECT_COST,P2,medium,FINANCE,YES
PROJECT_LEADER,P4,DEVELOPMENT,junior,SERVER,P2,low,TECHNICAL,YES
PROJECT_LEADER,P4,DEVELOPMENT,junior,DATABASE,P2,low,TECHNICAL,YES
PROJECT_LEADER,P4,DEVELOPMENT,senior,NETWORK_SETUP,P2,high,TECHNICAL,YES
DESIGNER,P5,DEVELOPMENT,junior,PROJECT_DETAIL,P2,low,DEVELOPMENT,NO
DESIGNER,P5,DEVELOPMENT,junior,EMP_DETAIL,P2,low,DEVELOPMENT,NO
DESIGNER,P5,DEVELOPMENT,junior,SALARY_DETAIL,P2,medium,HR,NO
DESIGNER,P5,DEVELOPMENT,intermediate,CLIENT_DETAIL,P2,high,HR,NO
DESIGNER,P5,DEVELOPMENT,junior,PROJECT_COST,P2,medium,FINANCE,NO
DESIGNER,P5,DEVELOPMENT,junior,SERVER,P2,medium,TECHNICAL,NO
DESIGNER,P5,DEVELOPMENT,junior,DATABASE,P2,low,TECHNICAL,NO
DESIGNER,P5,DEVELOPMENT,junior,NETWORK_SETUP,P2,low,TECHNICAL,NO
PROGRAMMER,P5,DEVELOPMENT,junior,PROJECT_DETAIL,P2,high,DEVELOPMENT,NO
PROGRAMMER,P5,DEVELOPMENT,junior,EMP_DETAIL,P2,medium,DEVELOPMENT,NO
PROGRAMMER,P5,DEVELOPMENT,junior,SALARY_DETAIL,P2,low,HR,NO
PROGRAMMER,P5,DEVELOPMENT,junior,CLIENT_DETAIL,P2,medium,HR,NO
PROGRAMMER,P5,DEVELOPMENT,junior,PROJECT_COST,P2,medium,FINANCE,NO
PROGRAMMER,P5,DEVELOPMENT,junior,SERVER,P2,high,TECHNICAL,NO
PROGRAMMER,P5,DEVELOPMENT,junior,DATABASE,P2,medium,TECHNICAL,NO
PROGRAMMER,P5,DEVELOPMENT,junior,NETWORK_SETUP,P2,high,TECHNICAL,NO
SDE,P5,DEVELOPMENT,junior,PROJECT_DETAIL,P2,high,DEVELOPMENT,NO
SDE,P5,DEVELOPMENT,intermediate,EMP_DETAIL,P2,high,DEVELOPMENT,NO
SDE,P5,DEVELOPMENT,junior,SALARY_DETAIL,P2,medium,HR,NO
SDE,P5,DEVELOPMENT,junior,CLIENT_DETAIL,P2,medium,HR,NO
SDE,P5,DEVELOPMENT,junior,PROJECT_COST,P2,low,FINANCE,NO
SDE,P5,DEVELOPMENT,junior,SERVER,P2,low,TECHNICAL,NO
SDE,P5,DEVELOPMENT,intermediate,DATABASE,P2,high,TECHNICAL,NO
SDE,P5,DEVELOPMENT,junior,NETWORK_SETUP,P2,low,TECHNICAL,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,PROJECT_DETAIL,P2,high,DEVELOPMENT,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,EMP_DETAIL,P2,low,DEVELOPMENT,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,SALARY_DETAIL,P2,medium,HR,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,CLIENT_DETAIL,P2,medium,HR,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,PROJECT_COST,P2,medium,FINANCE,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,SERVER,P2,medium,TECHNICAL,NO
PROJECT_MANAGER,P5,DEVELOPMENT,intermediate,DATABASE,P2,high,TECHNICAL,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,NETWORK_SETUP,P2,high,TECHNICAL,NO
PROJECT_LEADER,P5,DEVELOPMENT,junior,SALARY_DETAIL,P2,low,HR,NO
PROJECT_LEADER,P5,DEVELOPMENT,intermediate,CLIENT_DETAIL,P2,medium,HR,YES
PROJECT_LEADER,P5,DEVELOPMENT,senior,EMP_DETAIL,P2,high,DEVELOPMENT,YES
PROJECT_LEADER,P5,DEVELOPMENT,junior,PROJECT_DETAIL,P2,low,DEVELOPMENT,YES
PROJECT_LEADER,P5,DEVELOPMENT,senior,PROJECT_COST,P2,high,FINANCE,YES
PROJECT_LEADER,P5,DEVELOPMENT,senior,SERVER,P2,high,TECHNICAL,YES
PROJECT_LEADER,P5,DEVELOPMENT,intermediate,DATABASE,P2,medium,TECHNICAL,YES
PROJECT_LEADER,P5,DEVELOPMENT,senior,NETWORK_SETUP,P2,high,TECHNICAL,YES
DESIGNER,P4,DEVELOPMENT,junior,PROJECT_DETAIL,P1,low,DEVELOPMENT,NO
DESIGNER,P4,DEVELOPMENT,junior,EMP_DETAIL,P1,medium,DEVELOPMENT,NO
DESIGNER,P4,DEVELOPMENT,junior,SALARY_DETAIL,P1,low,HR,NO
DESIGNER,P4,DEVELOPMENT,junior,CLIENT_DETAIL,P1,high,HR,NO
DESIGNER,P4,DEVELOPMENT,intermediate,PROJECT_COST,P1,high,FINANCE,NO
DESIGNER,P4,DEVELOPMENT,junior,SERVER,P1,high,TECHNICAL,NO
DESIGNER,P4,DEVELOPMENT,junior,DATABASE,P1,low,TECHNICAL,NO
DESIGNER,P4,DEVELOPMENT,junior,NETWORK_SETUP,P1,medium,TECHNICAL,NO
PROGRAMMER,P4,DEVELOPMENT,junior,PROJECT_DETAIL,P1,low,DEVELOPMENT,NO
PROGRAMMER,P4,DEVELOPMENT,junior,EMP_DETAIL,P1,low,DEVELOPMENT,NO
PROGRAMMER,P4,DEVELOPMENT,junior,SALARY_DETAIL,P1,medium,HR,NO
PROGRAMMER,P4,DEVELOPMENT,intermediate,CLIENT_DETAIL,P1,high,HR,NO
PROGRAMMER,P4,DEVELOPMENT,junior,PROJECT_COST,P1,medium,FINANCE,NO
PROGRAMMER,P4,DEVELOPMENT,intermediate,SERVER,P1,high,TECHNICAL,NO
PROGRAMMER,P4,DEVELOPMENT,junior,DATABASE,P1,low,TECHNICAL,NO
PROGRAMMER,P4,DEVELOPMENT,junior,NETWORK_SETUP,P1,low,TECHNICAL,NO
SDE,P4,DEVELOPMENT,junior,PROJECT_DETAIL,P1,medium,DEVELOPMENT,NO
SDE,P4,DEVELOPMENT,intermediate,EMP_DETAIL,P1,high,DEVELOPMENT,NO
SDE,P4,DEVELOPMENT,junior,SALARY_DETAIL,P1,medium,HR,NO
SDE,P4,DEVELOPMENT,junior,CLIENT_DETAIL,P1,high,HR,NO
SDE,P4,DEVELOPMENT,junior,PROJECT_COST,P1,medium,FINANCE,NO
SDE,P4,DEVELOPMENT,junior,SERVER,P1,medium,TECHNICAL,NO
SDE,P4,DEVELOPMENT,junior,DATABASE,P1,medium,TECHNICAL,NO
SDE,P4,DEVELOPMENT,junior,NETWORK_SETUP,P1,medium,TECHNICAL,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,PROJECT_DETAIL,P1,medium,DEVELOPMENT,NO
PROJECT_MANAGER,P4,DEVELOPMENT,intermediate,EMP_DETAIL,P1,high,DEVELOPMENT,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,SALARY_DETAIL,P1,medium,HR,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,CLIENT_DETAIL,P1,low,HR,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,PROJECT_COST,P1,high,FINANCE,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,SERVER,P1,low,TECHNICAL,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,DATABASE,P1,low,TECHNICAL,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,NETWORK_SETUP,P1,medium,TECHNICAL,NO
PROJECT_LEADER,P4,DEVELOPMENT,junior,SALARY_DETAIL,P1,medium,HR,NO
PROJECT_LEADER,P4,DEVELOPMENT,senior,CLIENT_DETAIL,P1,high,HR,YES
PROJECT_LEADER,P4,DEVELOPMENT,senior,EMP_DETAIL,P1,medium,DEVELOPMENT,YES
PROJECT_LEADER,P4,DEVELOPMENT,junior,PROJECT_DETAIL,P1,low,DEVELOPMENT,YES
PROJECT_LEADER,P4,DEVELOPMENT,senior,PROJECT_COST,P1,medium,FINANCE,YES
PROJECT_LEADER,P4,DEVELOPMENT,senior,SERVER,P1,high,TECHNICAL,YES
PROJECT_LEADER,P4,DEVELOPMENT,senior,DATABASE,P1,high,TECHNICAL,YES
PROJECT_LEADER,P4,DEVELOPMENT,senior,NETWORK_SETUP,P1,medium,TECHNICAL,YES
DESIGNER,P5,DEVELOPMENT,junior,PROJECT_DETAIL,P1,medium,DEVELOPMENT,NO
DESIGNER,P5,DEVELOPMENT,junior,EMP_DETAIL,P1,medium,DEVELOPMENT,NO
DESIGNER,P5,DEVELOPMENT,intermediate,SALARY_DETAIL,P1,high,HR,NO
DESIGNER,P5,DEVELOPMENT,intermediate,CLIENT_DETAIL,P1,high,HR,NO
DESIGNER,P5,DEVELOPMENT,junior,PROJECT_COST,P1,low,FINANCE,NO
DESIGNER,P5,DEVELOPMENT,junior,SERVER,P1,medium,TECHNICAL,NO
DESIGNER,P5,DEVELOPMENT,junior,DATABASE,P1,low,TECHNICAL,NO
DESIGNER,P5,DEVELOPMENT,junior,NETWORK_SETUP,P1,medium,TECHNICAL,NO
PROGRAMMER,P5,DEVELOPMENT,intermediate,PROJECT_DETAIL,P1,high,DEVELOPMENT,NO
PROGRAMMER,P5,DEVELOPMENT,junior,EMP_DETAIL,P1,low,DEVELOPMENT,NO
PROGRAMMER,P5,DEVELOPMENT,junior,SALARY_DETAIL,P1,high,HR,NO
PROGRAMMER,P5,DEVELOPMENT,junior,CLIENT_DETAIL,P1,medium,HR,NO
PROGRAMMER,P5,DEVELOPMENT,junior,PROJECT_COST,P1,high,FINANCE,NO
PROGRAMMER,P5,DEVELOPMENT,junior,SERVER,P1,high,TECHNICAL,NO
PROGRAMMER,P5,DEVELOPMENT,junior,DATABASE,P1,medium,TECHNICAL,NO
PROGRAMMER,P5,DEVELOPMENT,intermediate,NETWORK_SETUP,P1,high,TECHNICAL,NO
SDE,P5,DEVELOPMENT,junior,PROJECT_DETAIL,P1,medium,DEVELOPMENT,NO
SDE,P5,DEVELOPMENT,junior,EMP_DETAIL,P1,high,DEVELOPMENT,NO
SDE,P5,DEVELOPMENT,junior,SALARY_DETAIL,P1,medium,HR,NO
SDE,P5,DEVELOPMENT,junior,CLIENT_DETAIL,P1,medium,HR,NO
SDE,P5,DEVELOPMENT,junior,PROJECT_COST,P1,medium,FINANCE,NO
SDE,P5,DEVELOPMENT,junior,SERVER,P1,medium,TECHNICAL,NO
SDE,P5,DEVELOPMENT,junior,DATABASE,P1,low,TECHNICAL,NO
SDE,P5,DEVELOPMENT,junior,NETWORK_SETUP,P1,high,TECHNICAL,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,PROJECT_DETAIL,P1,low,DEVELOPMENT,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,EMP_DETAIL,P1,high,DEVELOPMENT,NO
PROJECT_MANAGER,P5,DEVELOPMENT,intermediate,SALARY_DETAIL,P1,high,HR,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,CLIENT_DETAIL,P1,low,HR,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,PROJECT_COST,P1,low,FINANCE,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,SERVER,P1,medium,TECHNICAL,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,DATABASE,P1,low,TECHNICAL,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,NETWORK_SETUP,P1,low,TECHNICAL,NO
PROJECT_LEADER,P5,DEVELOPMENT,intermediate,SALARY_DETAIL,P1,high,HR,NO
PROJECT_LEADER,P5,DEVELOPMENT,junior,CLIENT_DETAIL,P1,low,HR,YES
PROJECT_LEADER,P5,DEVELOPMENT,senior,EMP_DETAIL,P1,medium,DEVELOPMENT,YES
PROJECT_LEADER,P5,DEVELOPMENT,intermediate,PROJECT_DETAIL,P1,medium,DEVELOPMENT,YES
PROJECT_LEADER,P5,DEVELOPMENT,junior,PROJECT_COST,P1,low,FINANCE,YES
PROJECT_LEADER,P5,DEVELOPMENT,senior,SERVER,P1,high,TECHNICAL,YES
PROJECT_LEADER,P5,DEVELOPMENT,intermediate,DATABASE,P1,medium,TECHNICAL,YES
PROJECT_LEADER,P5,DEVELOPMENT,junior,NETWORK_SETUP,P1,low,TECHNICAL,YES
DESIGNER,P4,DEVELOPMENT,junior,PROJECT_DETAIL,P5,low,DEVELOPMENT,NO
DESIGNER,P4,DEVELOPMENT,junior,EMP_DETAIL,P5,medium,DEVELOPMENT,NO
DESIGNER,P4,DEVELOPMENT,intermediate,SALARY_DETAIL,P5,high,HR,NO
DESIGNER,P4,DEVELOPMENT,junior,CLIENT_DETAIL,P5,low,HR,NO
DESIGNER,P4,DEVELOPMENT,junior,PROJECT_COST,P5,low,FINANCE,NO
DESIGNER,P4,DEVELOPMENT,junior,SERVER,P5,low,TECHNICAL,NO
DESIGNER,P4,DEVELOPMENT,junior,DATABASE,P5,low,TECHNICAL,NO
DESIGNER,P4,DEVELOPMENT,junior,NETWORK_SETUP,P5,low,TECHNICAL,NO
PROGRAMMER,P4,DEVELOPMENT,junior,PROJECT_DETAIL,P5,high,DEVELOPMENT,NO
PROGRAMMER,P4,DEVELOPMENT,junior,EMP_DETAIL,P5,low,DEVELOPMENT,NO
PROGRAMMER,P4,DEVELOPMENT,junior,SALARY_DETAIL,P5,medium,HR,NO
PROGRAMMER,P4,DEVELOPMENT,junior,CLIENT_DETAIL,P5,medium,HR,NO
PROGRAMMER,P4,DEVELOPMENT,junior,PROJECT_COST,P5,medium,FINANCE,NO
PROGRAMMER,P4,DEVELOPMENT,junior,SERVER,P5,low,TECHNICAL,NO
PROGRAMMER,P4,DEVELOPMENT,junior,DATABASE,P5,high,TECHNICAL,NO
PROGRAMMER,P4,DEVELOPMENT,intermediate,NETWORK_SETUP,P5,high,TECHNICAL,NO
SDE,P4,DEVELOPMENT,junior,PROJECT_DETAIL,P5,low,DEVELOPMENT,NO
SDE,P4,DEVELOPMENT,junior,EMP_DETAIL,P5,low,DEVELOPMENT,NO
SDE,P4,DEVELOPMENT,junior,SALARY_DETAIL,P5,low,HR,NO
SDE,P4,DEVELOPMENT,intermediate,CLIENT_DETAIL,P5,high,HR,NO
SDE,P4,DEVELOPMENT,intermediate,PROJECT_COST,P5,high,FINANCE,NO
SDE,P4,DEVELOPMENT,junior,SERVER,P5,low,TECHNICAL,NO
SDE,P4,DEVELOPMENT,junior,DATABASE,P5,high,TECHNICAL,NO
SDE,P4,DEVELOPMENT,junior,NETWORK_SETUP,P5,medium,TECHNICAL,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,PROJECT_DETAIL,P5,medium,DEVELOPMENT,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,EMP_DETAIL,P5,low,DEVELOPMENT,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,SALARY_DETAIL,P5,medium,HR,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,CLIENT_DETAIL,P5,medium,HR,NO
PROJECT_MANAGER,P4,DEVELOPMENT,intermediate,PROJECT_COST,P5,high,FINANCE,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,SERVER,P5,medium,TECHNICAL,NO
PROJECT_MANAGER,P4,DEVELOPMENT,intermediate,DATABASE,P5,high,TECHNICAL,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,NETWORK_SETUP,P5,low,TECHNICAL,NO
PROJECT_LEADER,P4,DEVELOPMENT,junior,SALARY_DETAIL,P5,low,HR,NO
PROJECT_LEADER,P4,DEVELOPMENT,junior,CLIENT_DETAIL,P5,low,HR,YES
PROJECT_LEADER,P4,DEVELOPMENT,junior,EMP_DETAIL,P5,low,DEVELOPMENT,YES
PROJECT_LEADER,P4,DEVELOPMENT,senior,PROJECT_DETAIL,P5,high,DEVELOPMENT,YES
PROJECT_LEADER,P4,DEVELOPMENT,intermediate,PROJECT_COST,P5,medium,FINANCE,YES
PROJECT_LEADER,P4,DEVELOPMENT,intermediate,SERVER,P5,medium,TECHNICAL,YES
PROJECT_LEADER,P4,DEVELOPMENT,junior,DATABASE,P5,low,TECHNICAL,YES
PROJECT_LEADER,P4,DEVELOPMENT,senior,NETWORK_SETUP,P5,high,TECHNICAL,YES
DESIGNER,P5,DEVELOPMENT,junior,PROJECT_DETAIL,P4,low,DEVELOPMENT,NO
DESIGNER,P5,DEVELOPMENT,junior,EMP_DETAIL,P4,medium,DEVELOPMENT,NO
DESIGNER,P5,DEVELOPMENT,junior,SALARY_DETAIL,P4,medium,HR,NO
DESIGNER,P5,DEVELOPMENT,junior,CLIENT_DETAIL,P4,high,HR,NO
DESIGNER,P5,DEVELOPMENT,junior,PROJECT_COST,P4,medium,FINANCE,NO
DESIGNER,P5,DEVELOPMENT,intermediate,SERVER,P4,high,TECHNICAL,NO
DESIGNER,P5,DEVELOPMENT,junior,DATABASE,P4,low,TECHNICAL,NO
DESIGNER,P5,DEVELOPMENT,junior,NETWORK_SETUP,P4,low,TECHNICAL,NO
PROGRAMMER,P5,DEVELOPMENT,junior,PROJECT_DETAIL,P4,medium,DEVELOPMENT,NO
PROGRAMMER,P5,DEVELOPMENT,junior,EMP_DETAIL,P4,low,DEVELOPMENT,NO
PROGRAMMER,P5,DEVELOPMENT,intermediate,SALARY_DETAIL,P4,high,HR,NO
PROGRAMMER,P5,DEVELOPMENT,junior,CLIENT_DETAIL,P4,high,HR,NO
PROGRAMMER,P5,DEVELOPMENT,junior,PROJECT_COST,P4,medium,FINANCE,NO
PROGRAMMER,P5,DEVELOPMENT,junior,SERVER,P4,low,TECHNICAL,NO
PROGRAMMER,P5,DEVELOPMENT,intermediate,DATABASE,P4,high,TECHNICAL,NO
PROGRAMMER,P5,DEVELOPMENT,junior,NETWORK_SETUP,P4,medium,TECHNICAL,NO
SDE,P5,DEVELOPMENT,intermediate,PROJECT_DETAIL,P4,high,DEVELOPMENT,NO
SDE,P5,DEVELOPMENT,junior,EMP_DETAIL,P4,medium,DEVELOPMENT,NO
SDE,P5,DEVELOPMENT,junior,SALARY_DETAIL,P4,low,HR,NO
SDE,P5,DEVELOPMENT,intermediate,CLIENT_DETAIL,P4,high,HR,NO
SDE,P5,DEVELOPMENT,junior,PROJECT_COST,P4,medium,FINANCE,NO
SDE,P5,DEVELOPMENT,junior,SERVER,P4,medium,TECHNICAL,NO
SDE,P5,DEVELOPMENT,junior,DATABASE,P4,medium,TECHNICAL,NO
SDE,P5,DEVELOPMENT,intermediate,NETWORK_SETUP,P4,high,TECHNICAL,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,PROJECT_DETAIL,P4,low,DEVELOPMENT,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,EMP_DETAIL,P4,medium,DEVELOPMENT,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,SALARY_DETAIL,P4,medium,HR,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,CLIENT_DETAIL,P4,high,HR,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,PROJECT_COST,P4,low,FINANCE,NO
PROJECT_MANAGER,P5,DEVELOPMENT,intermediate,SERVER,P4,high,TECHNICAL,NO
PROJECT_MANAGER,P5,DEVELOPMENT,intermediate,DATABASE,P4,high,TECHNICAL,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,NETWORK_SETUP,P4,low,TECHNICAL,NO
PROJECT_LEADER,P5,DEVELOPMENT,junior,SALARY_DETAIL,P4,medium,HR,NO
PROJECT_LEADER,P5,DEVELOPMENT,senior,CLIENT_DETAIL,P4,high,HR,YES
PROJECT_LEADER,P5,DEVELOPMENT,senior,EMP_DETAIL,P4,high,DEVELOPMENT,YES
PROJECT_LEADER,P5,DEVELOPMENT,senior,PROJECT_DETAIL,P4,medium,DEVELOPMENT,YES
PROJECT_LEADER,P5,DEVELOPMENT,junior,PROJECT_COST,P4,low,FINANCE,YES
PROJECT_LEADER,P5,DEVELOPMENT,junior,SERVER,P4,low,TECHNICAL,YES
PROJECT_LEADER,P5,DEVELOPMENT,senior,DATABASE,P4,high,TECHNICAL,YES
PROJECT_LEADER,P5,DEVELOPMENT,intermediate,NETWORK_SETUP,P4,medium,TECHNICAL,YES
DESIGNER,P1,DEVELOPMENT,junior,PROJECT_DETAIL,P5,high,DEVELOPMENT,NO
DESIGNER,P1,DEVELOPMENT,junior,EMP_DETAIL,P5,medium,DEVELOPMENT,NO
DESIGNER,P1,DEVELOPMENT,junior,SALARY_DETAIL,P5,high,HR,NO
DESIGNER,P1,DEVELOPMENT,junior,CLIENT_DETAIL,P5,medium,HR,NO
DESIGNER,P1,DEVELOPMENT,junior,PROJECT_COST,P5,low,FINANCE,NO
DESIGNER,P1,DEVELOPMENT,intermediate,SERVER,P5,high,TECHNICAL,NO
DESIGNER,P1,DEVELOPMENT,junior,DATABASE,P5,medium,TECHNICAL,NO
DESIGNER,P1,DEVELOPMENT,junior,NETWORK_SETUP,P5,medium,TECHNICAL,NO
PROGRAMMER,P1,DEVELOPMENT,intermediate,PROJECT_DETAIL,P5,high,DEVELOPMENT,NO
PROGRAMMER,P1,DEVELOPMENT,junior,EMP_DETAIL,P5,low,DEVELOPMENT,NO
PROGRAMMER,P1,DEVELOPMENT,junior,SALARY_DETAIL,P5,low,HR,NO
PROGRAMMER,P1,DEVELOPMENT,junior,CLIENT_DETAIL,P5,low,HR,NO
PROGRAMMER,P1,DEVELOPMENT,intermediate,PROJECT_COST,P5,high,FINANCE,NO
PROGRAMMER,P1,DEVELOPMENT,junior,SERVER,P5,medium,TECHNICAL,NO
PROGRAMMER,P1,DEVELOPMENT,junior,DATABASE,P5,medium,TECHNICAL,NO
PROGRAMMER,P1,DEVELOPMENT,junior,NETWORK_SETUP,P5,low,TECHNICAL,NO
SDE,P1,DEVELOPMENT,junior,PROJECT_DETAIL,P5,high,DEVELOPMENT,NO
SDE,P1,DEVELOPMENT,junior,EMP_DETAIL,P5,medium,DEVELOPMENT,NO
SDE,P1,DEVELOPMENT,junior,SALARY_DETAIL,P5,low,HR,NO
SDE,P1,DEVELOPMENT,junior,CLIENT_DETAIL,P5,low,HR,NO
SDE,P1,DEVELOPMENT,junior,PROJECT_COST,P5,high,FINANCE,NO
SDE,P1,DEVELOPMENT,junior,SERVER,P5,low,TECHNICAL,NO
SDE,P1,DEVELOPMENT,junior,DATABASE,P5,low,TECHNICAL,NO
SDE,P1,DEVELOPMENT,junior,NETWORK_SETUP,P5,medium,TECHNICAL,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,PROJECT_DETAIL,P5,low,DEVELOPMENT,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,EMP_DETAIL,P5,low,DEVELOPMENT,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,SALARY_DETAIL,P5,low,HR,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,CLIENT_DETAIL,P5,medium,HR,NO
PROJECT_MANAGER,P1,DEVELOPMENT,intermediate,PROJECT_COST,P5,high,FINANCE,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,SERVER,P5,low,TECHNICAL,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,DATABASE,P5,medium,TECHNICAL,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,NETWORK_SETUP,P5,high,TECHNICAL,NO
PROJECT_LEADER,P1,DEVELOPMENT,junior,SALARY_DETAIL,P5,high,HR,NO
PROJECT_LEADER,P1,DEVELOPMENT,senior,CLIENT_DETAIL,P5,high,HR,YES
PROJECT_LEADER,P1,DEVELOPMENT,junior,EMP_DETAIL,P5,low,DEVELOPMENT,YES
PROJECT_LEADER,P1,DEVELOPMENT,senior,PROJECT_DETAIL,P5,high,DEVELOPMENT,YES
PROJECT_LEADER,P1,DEVELOPMENT,senior,PROJECT_COST,P5,high,FINANCE,YES
PROJECT_LEADER,P1,DEVELOPMENT,intermediate,SERVER,P5,medium,TECHNICAL,YES
PROJECT_LEADER,P1,DEVELOPMENT,senior,DATABASE,P5,medium,TECHNICAL,YES
PROJECT_LEADER,P1,DEVELOPMENT,senior,NETWORK_SETUP,P5,high,TECHNICAL,YES
DESIGNER,P2,DEVELOPMENT,intermediate,PROJECT_DETAIL,P5,high,DEVELOPMENT,NO
DESIGNER,P2,DEVELOPMENT,intermediate,EMP_DETAIL,P5,high,DEVELOPMENT,NO
DESIGNER,P2,DEVELOPMENT,junior,SALARY_DETAIL,P5,medium,HR,NO
DESIGNER,P2,DEVELOPMENT,junior,CLIENT_DETAIL,P5,high,HR,NO
DESIGNER,P2,DEVELOPMENT,intermediate,PROJECT_COST,P5,high,FINANCE,NO
DESIGNER,P2,DEVELOPMENT,intermediate,SERVER,P5,high,TECHNICAL,NO
DESIGNER,P2,DEVELOPMENT,junior,DATABASE,P5,low,TECHNICAL,NO
DESIGNER,P2,DEVELOPMENT,junior,NETWORK_SETUP,P5,high,TECHNICAL,NO
PROGRAMMER,P2,DEVELOPMENT,junior,PROJECT_DETAIL,P5,medium,DEVELOPMENT,NO
